partner_id,beneficiary_name,identity_id,region,item_distributed,quantity_allocated
WFP_PARTNER_A,RECIPIENT PROFILE 10507,SOM-ID-10507,Benadir,PlumpyNut (KG),257.73
WFP_PARTNER_B,RECIPIENT PROFILE 10284,SOM-ID-10284,Benadir,Water Purification Kits,167.11
WFP_PARTNER_A,RECIPIENT PROFILE 10836,SOM-ID-10836,Bari,PlumpyNut (KG),279.74
WFP_PARTNER_B,RECIPIENT PROFILE 10090,SOM-ID-10090,Benadir,Water Purification Kits,227.65
WFP_PARTNER_A,RECIPIENT PROFILE 10000,SOM-ID-10000,Benadir,Water Purification Kits,212.05
WFP_PARTNER_A,RECIPIENT PROFILE 10670,SOM-ID-10670,Bari,High Energy Biscuits (KG),446.15
NGO_COUNCIL,RECIPIENT PROFILE 10864,SOM-ID-10864,Lower Shabelle,High Energy Biscuits (KG),414.4
NGO_COUNCIL,RECIPIENT PROFILE 10463,SOM-ID-10463,Lower Shabelle,Water Purification Kits,361.16
WFP_PARTNER_A,RECIPIENT PROFILE 10648,SOM-ID-10648,Benadir,PlumpyNut (KG),11.08
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10168,SOM-ID-10168,Bari,High Energy Biscuits (KG),354.03
NGO_COUNCIL,RECIPIENT PROFILE 10192,SOM-ID-10192,Bay,Water Purification Kits,62.41
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10688,SOM-ID-10688,Benadir,Water Purification Kits,32.79
NGO_COUNCIL,RECIPIENT PROFILE 10599,SOM-ID-10599,Benadir,Rice (MT),281.08
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10647,SOM-ID-10647,Bari,High Energy Biscuits (KG),358.82
NGO_COUNCIL,RECIPIENT PROFILE 10546,SOM-ID-10546,Bari,Water Purification Kits,340.38
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10148,SOM-ID-10148,Gedo,Rice (MT),266.14
WFP_PARTNER_A,RECIPIENT PROFILE 10293,SOM-ID-10293,Benadir,PlumpyNut (KG),140.82
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10771,SOM-ID-10771,Bay,Rice (MT),348.39
NGO_COUNCIL,RECIPIENT PROFILE 10617,SOM-ID-10617,Bay,High Energy Biscuits (KG),380.0
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10538,SOM-ID-10538,Gedo,High Energy Biscuits (KG),45.71
NGO_COUNCIL,RECIPIENT PROFILE 10339,SOM-ID-10339,Benadir,High Energy Biscuits (KG),118.39
WFP_PARTNER_B,RECIPIENT PROFILE 10116,SOM-ID-10116,Benadir,High Energy Biscuits (KG),196.87
WFP_PARTNER_A,RECIPIENT PROFILE 10885,SOM-ID-10885,Benadir,PlumpyNut (KG),338.46
NGO_COUNCIL,RECIPIENT PROFILE 10759,SOM-ID-10759,Benadir,PlumpyNut (KG),273.5
NGO_COUNCIL,RECIPIENT PROFILE 10038,SOM-ID-10038,Benadir,PlumpyNut (KG),21.64
WFP_PARTNER_B,RECIPIENT PROFILE 10443,SOM-ID-10443,Lower Shabelle,Water Purification Kits,200.14
NGO_COUNCIL,RECIPIENT PROFILE 10160,SOM-ID-10160,Gedo,Water Purification Kits,412.84
WFP_PARTNER_B,RECIPIENT PROFILE 10895,SOM-ID-10895,Lower Shabelle,High Energy Biscuits (KG),479.12
WFP_PARTNER_B,RECIPIENT PROFILE 10550,SOM-ID-10550,Benadir,Rice (MT),12.46
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10921,SOM-ID-10921,Bay,PlumpyNut (KG),59.02
NGO_COUNCIL,RECIPIENT PROFILE 10898,SOM-ID-10898,Lower Shabelle,High Energy Biscuits (KG),75.81
NGO_COUNCIL,RECIPIENT PROFILE 10564,SOM-ID-10564,Gedo,Water Purification Kits,185.78
WFP_PARTNER_A,RECIPIENT PROFILE 10037,SOM-ID-10037,Bari,Water Purification Kits,386.91
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10401,SOM-ID-10401,Bari,Water Purification Kits,330.41
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10557,SOM-ID-10557,Benadir,High Energy Biscuits (KG),419.09
WFP_PARTNER_B,RECIPIENT PROFILE 10855,SOM-ID-10855,Gedo,Water Purification Kits,189.0
WFP_PARTNER_A,RECIPIENT PROFILE 10528,SOM-ID-10528,Bari,High Energy Biscuits (KG),194.4
NGO_COUNCIL,RECIPIENT PROFILE 10618,SOM-ID-10618,Lower Shabelle,High Energy Biscuits (KG),248.56
NGO_COUNCIL,RECIPIENT PROFILE 10420,SOM-ID-10420,Gedo,PlumpyNut (KG),299.49
NGO_COUNCIL,RECIPIENT PROFILE 10841,SOM-ID-10841,Bari,Rice (MT),440.47
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10888,SOM-ID-10888,Benadir,PlumpyNut (KG),230.11
NGO_COUNCIL,RECIPIENT PROFILE 10813,SOM-ID-10813,Bay,PlumpyNut (KG),416.88
WFP_PARTNER_A,RECIPIENT PROFILE 10542,SOM-ID-10542,Gedo,Water Purification Kits,191.48
WFP_PARTNER_A,RECIPIENT PROFILE 10761,SOM-ID-10761,Lower Shabelle,Water Purification Kits,136.32
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10696,SOM-ID-10696,Lower Shabelle,Water Purification Kits,286.69
NGO_COUNCIL,RECIPIENT PROFILE 10183,SOM-ID-10183,Bay,Water Purification Kits,280.53
NGO_COUNCIL,RECIPIENT PROFILE 10716,SOM-ID-10716,Bay,Rice (MT),376.43
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10655,SOM-ID-10655,Bari,Rice (MT),473.4
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10715,SOM-ID-10715,Bay,Rice (MT),394.14
NGO_COUNCIL,RECIPIENT PROFILE 10109,SOM-ID-10109,Bari,Rice (MT),137.94
WFP_PARTNER_A,RECIPIENT PROFILE 10525,SOM-ID-10525,Bari,High Energy Biscuits (KG),176.58
NGO_COUNCIL,RECIPIENT PROFILE 10471,SOM-ID-10471,Bay,High Energy Biscuits (KG),481.01
WFP_PARTNER_A,RECIPIENT PROFILE 10807,SOM-ID-10807,Gedo,Rice (MT),136.33
WFP_PARTNER_B,RECIPIENT PROFILE 10548,SOM-ID-10548,Bay,High Energy Biscuits (KG),212.09
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10753,SOM-ID-10753,Bay,PlumpyNut (KG),254.51
WFP_PARTNER_B,RECIPIENT PROFILE 10856,SOM-ID-10856,Lower Shabelle,PlumpyNut (KG),122.31
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10679,SOM-ID-10679,Bay,Rice (MT),68.74
NGO_COUNCIL,RECIPIENT PROFILE 10043,SOM-ID-10043,Bari,Rice (MT),384.48
NGO_COUNCIL,RECIPIENT PROFILE 10918,SOM-ID-10918,Lower Shabelle,High Energy Biscuits (KG),251.25
WFP_PARTNER_A,RECIPIENT PROFILE 10178,SOM-ID-10178,Bari,High Energy Biscuits (KG),202.92
WFP_PARTNER_B,RECIPIENT PROFILE 10265,SOM-ID-10265,Gedo,Rice (MT),169.46
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10134,SOM-ID-10134,Lower Shabelle,Water Purification Kits,147.02
WFP_PARTNER_B,RECIPIENT PROFILE 10876,SOM-ID-10876,Benadir,High Energy Biscuits (KG),404.0
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10048,SOM-ID-10048,Gedo,High Energy Biscuits (KG),132.98
WFP_PARTNER_B,RECIPIENT PROFILE 10332,SOM-ID-10332,Bari,PlumpyNut (KG),489.89
NGO_COUNCIL,RECIPIENT PROFILE 10646,SOM-ID-10646,Gedo,Rice (MT),196.72
WFP_PARTNER_B,RECIPIENT PROFILE 10414,SOM-ID-10414,Bay,High Energy Biscuits (KG),216.69
WFP_PARTNER_A,RECIPIENT PROFILE 10668,SOM-ID-10668,Benadir,PlumpyNut (KG),178.38
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10023,SOM-ID-10023,Bari,Water Purification Kits,212.85
NGO_COUNCIL,RECIPIENT PROFILE 10783,SOM-ID-10783,Bari,Rice (MT),22.92
NGO_COUNCIL,RECIPIENT PROFILE 10641,SOM-ID-10641,Lower Shabelle,PlumpyNut (KG),131.22
WFP_PARTNER_B,RECIPIENT PROFILE 10881,SOM-ID-10881,Bay,PlumpyNut (KG),24.0
NGO_COUNCIL,RECIPIENT PROFILE 10232,SOM-ID-10232,Bari,High Energy Biscuits (KG),455.37
WFP_PARTNER_A,RECIPIENT PROFILE 10310,SOM-ID-10310,Gedo,High Energy Biscuits (KG),189.23
NGO_COUNCIL,RECIPIENT PROFILE 10299,SOM-ID-10299,Gedo,High Energy Biscuits (KG),14.47
WFP_PARTNER_B,RECIPIENT PROFILE 10447,SOM-ID-10447,Benadir,High Energy Biscuits (KG),102.4
NGO_COUNCIL,RECIPIENT PROFILE 10848,SOM-ID-10848,Bay,PlumpyNut (KG),360.32
NGO_COUNCIL,RECIPIENT PROFILE 10529,SOM-ID-10529,Bay,High Energy Biscuits (KG),48.81
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10186,SOM-ID-10186,Lower Shabelle,High Energy Biscuits (KG),212.32
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10050,SOM-ID-10050,Bari,Water Purification Kits,102.02
WFP_PARTNER_A,RECIPIENT PROFILE 10350,SOM-ID-10350,Bay,Rice (MT),83.84
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10125,SOM-ID-10125,Bay,Rice (MT),374.92
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10884,SOM-ID-10884,Gedo,High Energy Biscuits (KG),107.37
NGO_COUNCIL,RECIPIENT PROFILE 10479,SOM-ID-10479,Bay,PlumpyNut (KG),276.37
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10518,SOM-ID-10518,Bari,High Energy Biscuits (KG),232.5
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10068,SOM-ID-10068,Gedo,High Energy Biscuits (KG),64.13
NGO_COUNCIL,RECIPIENT PROFILE 10735,SOM-ID-10735,Bari,High Energy Biscuits (KG),34.05
WFP_PARTNER_A,RECIPIENT PROFILE 10852,SOM-ID-10852,Benadir,PlumpyNut (KG),331.32
WFP_PARTNER_A,RECIPIENT PROFILE 10911,SOM-ID-10911,Gedo,Rice (MT),186.85
NGO_COUNCIL,RECIPIENT PROFILE 10041,SOM-ID-10041,Lower Shabelle,Rice (MT),413.59
WFP_PARTNER_B,RECIPIENT PROFILE 10590,SOM-ID-10590,Bari,Water Purification Kits,375.59
NGO_COUNCIL,RECIPIENT PROFILE 10614,SOM-ID-10614,Bari,High Energy Biscuits (KG),332.19
WFP_PARTNER_B,RECIPIENT PROFILE 10262,SOM-ID-10262,Lower Shabelle,High Energy Biscuits (KG),445.92
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10719,SOM-ID-10719,Gedo,PlumpyNut (KG),249.26
WFP_PARTNER_B,RECIPIENT PROFILE 10456,SOM-ID-10456,Bay,Rice (MT),340.08
WFP_PARTNER_A,RECIPIENT PROFILE 10135,SOM-ID-10135,Bay,Water Purification Kits,151.99
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10408,SOM-ID-10408,Benadir,Water Purification Kits,290.01
WFP_PARTNER_B,RECIPIENT PROFILE 10200,SOM-ID-10200,Gedo,PlumpyNut (KG),249.05
WFP_PARTNER_A,RECIPIENT PROFILE 10328,SOM-ID-10328,Benadir,Water Purification Kits,217.53
NGO_COUNCIL,RECIPIENT PROFILE 10239,SOM-ID-10239,Bari,PlumpyNut (KG),225.83
WFP_PARTNER_A,RECIPIENT PROFILE 10014,SOM-ID-10014,Bay,PlumpyNut (KG),435.69
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10214,SOM-ID-10214,Benadir,High Energy Biscuits (KG),230.53
WFP_PARTNER_B,RECIPIENT PROFILE 10144,SOM-ID-10144,Bay,High Energy Biscuits (KG),278.91
NGO_COUNCIL,RECIPIENT PROFILE 10925,SOM-ID-10925,Bay,Water Purification Kits,259.18
NGO_COUNCIL,RECIPIENT PROFILE 10402,SOM-ID-10402,Benadir,High Energy Biscuits (KG),120.54
WFP_PARTNER_B,RECIPIENT PROFILE 10893,SOM-ID-10893,Benadir,Water Purification Kits,265.15
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10554,SOM-ID-10554,Gedo,PlumpyNut (KG),111.31
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10149,SOM-ID-10149,Benadir,Rice (MT),100.23
WFP_PARTNER_A,RECIPIENT PROFILE 10763,SOM-ID-10763,Lower Shabelle,Water Purification Kits,480.99
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10026,SOM-ID-10026,Bari,PlumpyNut (KG),302.22
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10480,SOM-ID-10480,Benadir,Water Purification Kits,75.7
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10197,SOM-ID-10197,Bay,Water Purification Kits,250.81
NGO_COUNCIL,RECIPIENT PROFILE 10949,SOM-ID-10949,Bay,PlumpyNut (KG),381.31
NGO_COUNCIL,RECIPIENT PROFILE 10908,SOM-ID-10908,Bari,Water Purification Kits,347.05
WFP_PARTNER_B,RECIPIENT PROFILE 10844,SOM-ID-10844,Gedo,Water Purification Kits,390.35
WFP_PARTNER_A,RECIPIENT PROFILE 10626,SOM-ID-10626,Bari,Water Purification Kits,366.17
WFP_PARTNER_B,RECIPIENT PROFILE 10469,SOM-ID-10469,Bay,Rice (MT),315.05
NGO_COUNCIL,RECIPIENT PROFILE 10006,SOM-ID-10006,Gedo,Water Purification Kits,226.52
WFP_PARTNER_B,RECIPIENT PROFILE 10845,SOM-ID-10845,Bari,High Energy Biscuits (KG),313.69
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10863,SOM-ID-10863,Lower Shabelle,Water Purification Kits,411.93
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10638,SOM-ID-10638,Gedo,High Energy Biscuits (KG),137.23
WFP_PARTNER_B,RECIPIENT PROFILE 10573,SOM-ID-10573,Bari,Water Purification Kits,212.88
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10853,SOM-ID-10853,Gedo,Rice (MT),417.7
WFP_PARTNER_A,RECIPIENT PROFILE 10568,SOM-ID-10568,Bari,High Energy Biscuits (KG),286.82
WFP_PARTNER_A,RECIPIENT PROFILE 10157,SOM-ID-10157,Gedo,Rice (MT),401.52
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10692,SOM-ID-10692,Bay,Rice (MT),412.85
WFP_PARTNER_B,RECIPIENT PROFILE 10534,SOM-ID-10534,Bay,Rice (MT),235.09
WFP_PARTNER_A,RECIPIENT PROFILE 10784,SOM-ID-10784,Lower Shabelle,Water Purification Kits,445.7
WFP_PARTNER_A,RECIPIENT PROFILE 10637,SOM-ID-10637,Lower Shabelle,PlumpyNut (KG),87.17
NGO_COUNCIL,RECIPIENT PROFILE 10730,SOM-ID-10730,Bari,High Energy Biscuits (KG),163.1
UN_AGENCY_LOCAL,RECIPIENT PROFILE 10359,SOM-ID-10359,Gedo,Water Purification Kits,24.83
NGO_COUNCIL,RECIPIENT PROFILE 10588,SOM-ID-10588,Gedo,PlumpyNut (KG),148.31
WFP_PARTNER_A,RECIPIENT PROFILE 10333,SOM-ID-10333,Bari,Water Purification Kits,66.02
WFP_PARTNER_A,RECIPIENT PROFILE 10612,SOM-ID-10612,Gedo,PlumpyNut (KG),160.94
WFP_PARTNER_A,RECIPIENT PROFILE 10651,SOM-ID-10651,Bay,PlumpyNut (KG),444.76
NGO_COUNCIL,RECIPIENT PROFILE 10054,SOM-ID-10054,Bay,High Energy Biscuits (KG),40.58
WFP_PARTNER_A,RECIPIENT PROFILE 10031,SOM-ID-10031,Bari,High Energy Biscuits (KG),63.75
NGO_COUNCIL,RECIPIENT PROFILE 10434,SOM-ID-10434,Bari,Water Purification Kits,315.39
NGO_COUNCIL,RECIPIENT PROFILE 10375,SOM-ID-10375,Bay,High Energy Biscuits (KG),211.31
WFP_PARTNER_A,RECIPIENT PROFILE 10684,SOM-ID-10684,Bay,Water Purification Kits,319.02
WFP_PARTNER_A,RECIPIENT PROFILE 10547,SOM-ID-10547,Bari,High Energy Biscuits (KG),310.39
WFP_PARTNER_A,RECIPIENT PROFILE 10751,SOM-ID-10751,Gedo,Water Purification Kits,261.2
