partner_id,beneficiary_name,identity_id,region,item_distributed,quantity_allocated
NGO_COUNCIL,Recipient Profile 10207,SOM-ID-10207,Lower Shabelle,High Energy Biscuits (KG),231.85
  WFP_PARTNER_B ,Recipient Profile 10477,SOM-ID-10477,Bari,Rice (MT),86.15
UN_AGENCY_LOCAL,Recipient Profile 10212,SOM-ID-10212,Gedo,Rice (MT),272.6
  NGO_COUNCIL ,Recipient Profile 10161,SOM-ID-10161,Lower Shabelle,Water Purification Kits,139.85
UN_AGENCY_LOCAL,Recipient Profile 10151,SOM-ID-10151,Bari,Rice (MT),115.36
  WFP_PARTNER_A ,Recipient Profile 10306,SOM-ID-10306,Bay,High Energy Biscuits (KG),204.16
UN_AGENCY_LOCAL,Recipient Profile 10569,SOM-ID-10569,Bay,Rice (MT),476.53
WFP_PARTNER_B,Recipient Profile 10124,SOM-ID-10124,Benadir,Water Purification Kits,59.93
WFP_PARTNER_A,Recipient Profile 10381,SOM-ID-10381,Benadir,PlumpyNut (KG),74.05
  WFP_PARTNER_A ,Recipient Profile 10066,SOM-ID-10066,Bari,High Energy Biscuits (KG),459.54
WFP_PARTNER_B,Recipient Profile 10828,SOM-ID-10828,Gedo,PlumpyNut (KG),55.07
  UN_AGENCY_LOCAL ,Recipient Profile 10946,SOM-ID-10946,Benadir,Rice (MT),471.72
NGO_COUNCIL,Recipient Profile 10176,SOM-ID-10176,Gedo,Water Purification Kits,24.45
UN_AGENCY_LOCAL,Recipient Profile 10152,SOM-ID-10152,Bay,PlumpyNut (KG),144.74
WFP_PARTNER_A,Recipient Profile 10903,SOM-ID-10903,Bari,PlumpyNut (KG),327.17
  NGO_COUNCIL ,Recipient Profile 10204,SOM-ID-10204,Benadir,Rice (MT),147.09
WFP_PARTNER_B,Recipient Profile 10367,SOM-ID-10367,Bari,Rice (MT),494.81
NGO_COUNCIL,Recipient Profile 10329,SOM-ID-10329,Bari,Water Purification Kits,178.58
NGO_COUNCIL,Recipient Profile 10030,SOM-ID-10030,Lower Shabelle,PlumpyNut (KG),22.77
UN_AGENCY_LOCAL,Recipient Profile 10238,SOM-ID-10238,Benadir,Water Purification Kits,269.42
WFP_PARTNER_B,Recipient Profile 10835,SOM-ID-10835,Benadir,PlumpyNut (KG),331.86
WFP_PARTNER_A,Recipient Profile 10865,SOM-ID-10865,Bay,Water Purification Kits,183.85
WFP_PARTNER_B,Recipient Profile 10714,SOM-ID-10714,Bay,PlumpyNut (KG),300.33
UN_AGENCY_LOCAL,Recipient Profile 10581,SOM-ID-10581,Bari,Rice (MT),354.69
WFP_PARTNER_B,Recipient Profile 10504,SOM-ID-10504,Bari,PlumpyNut (KG),419.98
  UN_AGENCY_LOCAL ,Recipient Profile 10616,SOM-ID-10616,Bay,Water Purification Kits,28.6
WFP_PARTNER_B,Recipient Profile 10206,SOM-ID-10206,Benadir,Water Purification Kits,10.33
WFP_PARTNER_B,Recipient Profile 10331,SOM-ID-10331,Lower Shabelle,PlumpyNut (KG),460.2
WFP_PARTNER_A,Recipient Profile 10792,SOM-ID-10792,Benadir,PlumpyNut (KG),297.44
WFP_PARTNER_A,Recipient Profile 10678,SOM-ID-10678,Bari,High Energy Biscuits (KG),480.67
NGO_COUNCIL,Recipient Profile 10161,SOM-ID-10161,Bari,Rice (MT),174.91
NGO_COUNCIL,Recipient Profile 10710,SOM-ID-10710,Gedo,High Energy Biscuits (KG),95.36
UN_AGENCY_LOCAL,Recipient Profile 10301,SOM-ID-10301,Bay,PlumpyNut (KG),195.41
WFP_PARTNER_B,Recipient Profile 10400,SOM-ID-10400,Bay,Rice (MT),474.91
WFP_PARTNER_A,Recipient Profile 10226,SOM-ID-10226,Bay,High Energy Biscuits (KG),461.31
  WFP_PARTNER_A ,Recipient Profile 10355,SOM-ID-10355,Gedo,PlumpyNut (KG),172.27
UN_AGENCY_LOCAL,Recipient Profile 10746,SOM-ID-10746,Bay,Rice (MT),412.61
UN_AGENCY_LOCAL,Recipient Profile 10069,SOM-ID-10069,Gedo,Rice (MT),139.95
  UN_AGENCY_LOCAL ,Recipient Profile 10448,SOM-ID-10448,Lower Shabelle,Rice (MT),363.0
NGO_COUNCIL,Recipient Profile 10559,SOM-ID-10559,Bay,Water Purification Kits,251.61
NGO_COUNCIL,Recipient Profile 10776,SOM-ID-10776,Benadir,Water Purification Kits,396.48
WFP_PARTNER_B,Recipient Profile 10301,SOM-ID-10301,Bay,Water Purification Kits,46.12
  WFP_PARTNER_A ,Recipient Profile 10174,SOM-ID-10174,Lower Shabelle,High Energy Biscuits (KG),476.31
NGO_COUNCIL,Recipient Profile 10095,SOM-ID-10095,Bay,Rice (MT),278.05
UN_AGENCY_LOCAL,Recipient Profile 10669,SOM-ID-10669,Bari,Water Purification Kits,355.21
  WFP_PARTNER_B ,Recipient Profile 10210,SOM-ID-10210,Bari,Water Purification Kits,86.98
WFP_PARTNER_B,Recipient Profile 10098,SOM-ID-10098,Gedo,High Energy Biscuits (KG),333.69
WFP_PARTNER_A,Recipient Profile 10437,SOM-ID-10437,Gedo,Water Purification Kits,85.26
  WFP_PARTNER_A ,Recipient Profile 10174,SOM-ID-10174,Lower Shabelle,Water Purification Kits,107.84
UN_AGENCY_LOCAL,Recipient Profile 10407,SOM-ID-10407,Benadir,Water Purification Kits,423.45
NGO_COUNCIL,Recipient Profile 10189,SOM-ID-10189,Gedo,High Energy Biscuits (KG),54.66
  UN_AGENCY_LOCAL ,Recipient Profile 10450,SOM-ID-10450,Gedo,High Energy Biscuits (KG),101.43
NGO_COUNCIL,Recipient Profile 10154,SOM-ID-10154,Lower Shabelle,PlumpyNut (KG),420.17
WFP_PARTNER_A,Recipient Profile 10774,SOM-ID-10774,Benadir,High Energy Biscuits (KG),406.01
WFP_PARTNER_B,Recipient Profile 10428,SOM-ID-10428,Bari,Rice (MT),421.99
  NGO_COUNCIL ,Recipient Profile 10924,SOM-ID-10924,Bari,PlumpyNut (KG),243.37
WFP_PARTNER_A,Recipient Profile 10177,SOM-ID-10177,Bari,PlumpyNut (KG),68.94
WFP_PARTNER_B,Recipient Profile 10699,SOM-ID-10699,Bay,PlumpyNut (KG),71.83
NGO_COUNCIL,Recipient Profile 10932,SOM-ID-10932,Bay,PlumpyNut (KG),418.71
WFP_PARTNER_A,Recipient Profile 10877,SOM-ID-10877,Benadir,Water Purification Kits,282.62
  UN_AGENCY_LOCAL ,Recipient Profile 10717,SOM-ID-10717,Bari,Water Purification Kits,459.41
NGO_COUNCIL,Recipient Profile 10596,SOM-ID-10596,Benadir,Water Purification Kits,83.32
WFP_PARTNER_A,Recipient Profile 10901,SOM-ID-10901,Benadir,Rice (MT),395.02
UN_AGENCY_LOCAL,Recipient Profile 10623,SOM-ID-10623,Gedo,High Energy Biscuits (KG),197.69
  NGO_COUNCIL ,Recipient Profile 10623,SOM-ID-10623,Benadir,PlumpyNut (KG),144.95
NGO_COUNCIL,Recipient Profile 10243,SOM-ID-10243,Benadir,Water Purification Kits,445.89
  WFP_PARTNER_A ,Recipient Profile 10837,SOM-ID-10837,Gedo,High Energy Biscuits (KG),449.55
UN_AGENCY_LOCAL,Recipient Profile 10701,SOM-ID-10701,Lower Shabelle,High Energy Biscuits (KG),422.99
WFP_PARTNER_A,Recipient Profile 10792,SOM-ID-10792,Bay,PlumpyNut (KG),157.24
  UN_AGENCY_LOCAL ,Recipient Profile 10452,SOM-ID-10452,Lower Shabelle,Water Purification Kits,306.44
WFP_PARTNER_B,Recipient Profile 10840,SOM-ID-10840,Gedo,Water Purification Kits,382.15
WFP_PARTNER_A,Recipient Profile 10413,SOM-ID-10413,Bari,PlumpyNut (KG),42.15
WFP_PARTNER_B,Recipient Profile 10205,SOM-ID-10205,Bari,Rice (MT),95.13
WFP_PARTNER_A,Recipient Profile 10721,SOM-ID-10721,Bay,Rice (MT),233.66
WFP_PARTNER_B,Recipient Profile 10650,SOM-ID-10650,Lower Shabelle,High Energy Biscuits (KG),413.52
WFP_PARTNER_A,Recipient Profile 10181,SOM-ID-10181,Benadir,PlumpyNut (KG),192.51
NGO_COUNCIL,HASINA MOHAMED AHMED,SOM-ID-10555,Bari,High Energy Biscuits (KG),178.68
  WFP_PARTNER_A ,  hasina mohamed ahmed ,SOM-ID-10555,Lower Shabelle,Rice (MT),199.42
WFP_PARTNER_B,Recipient Profile 10419,SOM-ID-10419,Bay,PlumpyNut (KG),342.07
WFP_PARTNER_A,Recipient Profile 10615,SOM-ID-10615,Benadir,Water Purification Kits,456.64
WFP_PARTNER_A,Recipient Profile 10729,SOM-ID-10729,Bay,High Energy Biscuits (KG),308.09
UN_AGENCY_LOCAL,Recipient Profile 10223,SOM-ID-10223,Gedo,Water Purification Kits,427.28
  NGO_COUNCIL ,Recipient Profile 10678,SOM-ID-10678,Lower Shabelle,Water Purification Kits,296.4
  UN_AGENCY_LOCAL ,Recipient Profile 10065,SOM-ID-10065,Bari,High Energy Biscuits (KG),156.25
UN_AGENCY_LOCAL,Recipient Profile 10728,SOM-ID-10728,Lower Shabelle,High Energy Biscuits (KG),432.13
UN_AGENCY_LOCAL,Recipient Profile 10058,SOM-ID-10058,Bay,PlumpyNut (KG),263.47
NGO_COUNCIL,Recipient Profile 10302,SOM-ID-10302,Lower Shabelle,PlumpyNut (KG),363.43
  UN_AGENCY_LOCAL ,Recipient Profile 10725,SOM-ID-10725,Gedo,Water Purification Kits,200.25
WFP_PARTNER_B,Recipient Profile 10487,SOM-ID-10487,Lower Shabelle,PlumpyNut (KG),346.3
UN_AGENCY_LOCAL,Recipient Profile 10897,SOM-ID-10897,Bari,High Energy Biscuits (KG),424.26
WFP_PARTNER_B,Recipient Profile 10742,SOM-ID-10742,Lower Shabelle,Rice (MT),240.68
WFP_PARTNER_B,Recipient Profile 10892,SOM-ID-10892,Lower Shabelle,Rice (MT),118.9
UN_AGENCY_LOCAL,Recipient Profile 10474,SOM-ID-10474,Gedo,High Energy Biscuits (KG),192.12
WFP_PARTNER_A,Recipient Profile 10635,SOM-ID-10635,Gedo,Rice (MT),434.53
WFP_PARTNER_A,Recipient Profile 10390,SOM-ID-10390,Gedo,PlumpyNut (KG),255.23
  UN_AGENCY_LOCAL ,Recipient Profile 10205,SOM-ID-10205,Gedo,Rice (MT),436.72
UN_AGENCY_LOCAL,Recipient Profile 10184,SOM-ID-10184,Gedo,Water Purification Kits,80.18
  WFP_PARTNER_A ,Recipient Profile 10649,SOM-ID-10649,Gedo,High Energy Biscuits (KG),319.21
WFP_PARTNER_A,Recipient Profile 10172,SOM-ID-10172,Benadir,Water Purification Kits,144.03
WFP_PARTNER_B,Recipient Profile 10439,SOM-ID-10439,Gedo,Rice (MT),73.41
  NGO_COUNCIL ,Recipient Profile 10204,SOM-ID-10204,Gedo,Water Purification Kits,197.83
UN_AGENCY_LOCAL,Recipient Profile 10018,SOM-ID-10018,Benadir,High Energy Biscuits (KG),380.86
WFP_PARTNER_A,Recipient Profile 10132,SOM-ID-10132,Bay,PlumpyNut (KG),349.83
WFP_PARTNER_A,Recipient Profile 10305,SOM-ID-10305,Gedo,High Energy Biscuits (KG),91.84
UN_AGENCY_LOCAL,Recipient Profile 10137,SOM-ID-10137,Gedo,High Energy Biscuits (KG),222.5
  UN_AGENCY_LOCAL ,Recipient Profile 10928,SOM-ID-10928,Gedo,High Energy Biscuits (KG),377.56
NGO_COUNCIL,Recipient Profile 10216,SOM-ID-10216,Benadir,PlumpyNut (KG),119.92
WFP_PARTNER_A,Recipient Profile 10811,SOM-ID-10811,Bari,PlumpyNut (KG),70.35
WFP_PARTNER_A,Recipient Profile 10608,SOM-ID-10608,Gedo,High Energy Biscuits (KG),387.91
  WFP_PARTNER_A ,Recipient Profile 10454,SOM-ID-10454,Benadir,Rice (MT),33.64
  NGO_COUNCIL ,Recipient Profile 10711,SOM-ID-10711,Benadir,High Energy Biscuits (KG),242.45
WFP_PARTNER_A,Recipient Profile 10276,SOM-ID-10276,Lower Shabelle,Water Purification Kits,334.22
WFP_PARTNER_B,Recipient Profile 10289,SOM-ID-10289,Gedo,Rice (MT),260.68
  WFP_PARTNER_A ,Recipient Profile 10269,SOM-ID-10269,Benadir,Water Purification Kits,107.34
  WFP_PARTNER_B ,Recipient Profile 10508,SOM-ID-10508,Lower Shabelle,Water Purification Kits,154.72
  WFP_PARTNER_B ,Recipient Profile 10091,SOM-ID-10091,Gedo,High Energy Biscuits (KG),124.91
  WFP_PARTNER_A ,Recipient Profile 10523,SOM-ID-10523,Bari,Water Purification Kits,83.08
WFP_PARTNER_A,Recipient Profile 10303,SOM-ID-10303,Benadir,High Energy Biscuits (KG),325.73
  UN_AGENCY_LOCAL ,Recipient Profile 10040,SOM-ID-10040,Gedo,Rice (MT),58.91
  UN_AGENCY_LOCAL ,Recipient Profile 10871,SOM-ID-10871,Lower Shabelle,High Energy Biscuits (KG),218.74
  WFP_PARTNER_A ,Recipient Profile 10366,SOM-ID-10366,Benadir,PlumpyNut (KG),335.04
  NGO_COUNCIL ,Recipient Profile 10834,SOM-ID-10834,Bari,High Energy Biscuits (KG),440.45
UN_AGENCY_LOCAL,Recipient Profile 10278,SOM-ID-10278,Bay,Rice (MT),206.38
NGO_COUNCIL,Recipient Profile 10115,SOM-ID-10115,Gedo,Water Purification Kits,327.93
WFP_PARTNER_B,Recipient Profile 10494,SOM-ID-10494,Benadir,PlumpyNut (KG),60.82
NGO_COUNCIL,Recipient Profile 10883,SOM-ID-10883,Bay,Water Purification Kits,391.79
WFP_PARTNER_B,Recipient Profile 10047,SOM-ID-10047,Gedo,Water Purification Kits,65.34
WFP_PARTNER_A,Recipient Profile 10537,SOM-ID-10537,Lower Shabelle,High Energy Biscuits (KG),16.06
WFP_PARTNER_B,Recipient Profile 10493,SOM-ID-10493,Lower Shabelle,Rice (MT),222.1
UN_AGENCY_LOCAL,Recipient Profile 10627,SOM-ID-10627,Gedo,PlumpyNut (KG),421.13
WFP_PARTNER_A,Recipient Profile 10507,SOM-ID-10507,Benadir,PlumpyNut (KG),257.73
WFP_PARTNER_B,Recipient Profile 10284,SOM-ID-10284,Benadir,Water Purification Kits,167.11
WFP_PARTNER_A,Recipient Profile 10836,SOM-ID-10836,Bari,PlumpyNut (KG),279.74
WFP_PARTNER_B,Recipient Profile 10090,SOM-ID-10090,Benadir,Water Purification Kits,227.65
NGO_COUNCIL,Recipient Profile 10669,SOM-ID-10669,Gedo,High Energy Biscuits (KG),68.17
WFP_PARTNER_A,Recipient Profile 10000,SOM-ID-10000,Benadir,Water Purification Kits,212.05
WFP_PARTNER_A,Recipient Profile 10670,SOM-ID-10670,Bari,High Energy Biscuits (KG),446.15
NGO_COUNCIL,Recipient Profile 10864,SOM-ID-10864,Lower Shabelle,High Energy Biscuits (KG),414.4
NGO_COUNCIL,Recipient Profile 10463,SOM-ID-10463,Lower Shabelle,Water Purification Kits,361.16
WFP_PARTNER_A,Recipient Profile 10648,SOM-ID-10648,Benadir,PlumpyNut (KG),11.08
  UN_AGENCY_LOCAL ,Recipient Profile 10168,SOM-ID-10168,Bari,High Energy Biscuits (KG),354.03
NGO_COUNCIL,Recipient Profile 10192,SOM-ID-10192,Bay,Water Purification Kits,62.41
WFP_PARTNER_A,Recipient Profile 10733,SOM-ID-10733,Gedo,PlumpyNut (KG),233.95
UN_AGENCY_LOCAL,Recipient Profile 10688,SOM-ID-10688,Benadir,Water Purification Kits,32.79
WFP_PARTNER_A,Recipient Profile 10137,SOM-ID-10137,Gedo,Water Purification Kits,332.64
NGO_COUNCIL,Recipient Profile 10599,SOM-ID-10599,Benadir,Rice (MT),281.08
  NGO_COUNCIL ,Recipient Profile 10834,SOM-ID-10834,Bari,PlumpyNut (KG),348.99
WFP_PARTNER_B,Recipient Profile 10329,SOM-ID-10329,Benadir,Water Purification Kits,332.19
NGO_COUNCIL,Recipient Profile 10301,SOM-ID-10301,Gedo,PlumpyNut (KG),144.06
NGO_COUNCIL,Recipient Profile 10766,SOM-ID-10766,Bay,PlumpyNut (KG),212.25
UN_AGENCY_LOCAL,Recipient Profile 10647,SOM-ID-10647,Bari,High Energy Biscuits (KG),358.82
WFP_PARTNER_B,Recipient Profile 10353,SOM-ID-10353,Bay,PlumpyNut (KG),315.84
WFP_PARTNER_B,Recipient Profile 10575,SOM-ID-10575,Bay,High Energy Biscuits (KG),358.07
NGO_COUNCIL,Recipient Profile 10546,SOM-ID-10546,Bari,Water Purification Kits,340.38
  UN_AGENCY_LOCAL ,Recipient Profile 10148,SOM-ID-10148,Gedo,Rice (MT),266.14
WFP_PARTNER_A,Recipient Profile 10293,SOM-ID-10293,Benadir,PlumpyNut (KG),140.82
UN_AGENCY_LOCAL,Recipient Profile 10771,SOM-ID-10771,Bay,Rice (MT),348.39
WFP_PARTNER_A,Recipient Profile 10757,SOM-ID-10757,Lower Shabelle,Water Purification Kits,60.22
WFP_PARTNER_B,Recipient Profile 10817,SOM-ID-10817,Bari,Water Purification Kits,126.42
UN_AGENCY_LOCAL,Recipient Profile 10701,SOM-ID-10701,Benadir,Water Purification Kits,199.9
UN_AGENCY_LOCAL,Recipient Profile 10635,SOM-ID-10635,Bari,Rice (MT),16.35
NGO_COUNCIL,Recipient Profile 10617,SOM-ID-10617,Bay,High Energy Biscuits (KG),380.0
WFP_PARTNER_B,Recipient Profile 10076,SOM-ID-10076,Bay,High Energy Biscuits (KG),229.92
WFP_PARTNER_B,Recipient Profile 10569,SOM-ID-10569,Bay,Rice (MT),194.83
UN_AGENCY_LOCAL,Recipient Profile 10338,SOM-ID-10338,Bay,PlumpyNut (KG),296.15
NGO_COUNCIL,Recipient Profile 10052,SOM-ID-10052,Bay,Rice (MT),85.31
UN_AGENCY_LOCAL,Recipient Profile 10538,SOM-ID-10538,Gedo,High Energy Biscuits (KG),45.71
  WFP_PARTNER_B ,Recipient Profile 10556,SOM-ID-10556,Bay,Rice (MT),395.27
NGO_COUNCIL,Recipient Profile 10339,SOM-ID-10339,Benadir,High Energy Biscuits (KG),118.39
UN_AGENCY_LOCAL,Recipient Profile 10543,SOM-ID-10543,Lower Shabelle,High Energy Biscuits (KG),117.04
NGO_COUNCIL,Recipient Profile 10246,SOM-ID-10246,Bari,Rice (MT),66.21
WFP_PARTNER_B,Recipient Profile 10116,SOM-ID-10116,Benadir,High Energy Biscuits (KG),196.87
NGO_COUNCIL,Recipient Profile 10788,SOM-ID-10788,Lower Shabelle,High Energy Biscuits (KG),22.11
UN_AGENCY_LOCAL,Recipient Profile 10667,SOM-ID-10667,Bari,Water Purification Kits,248.53
  WFP_PARTNER_B ,Recipient Profile 10791,SOM-ID-10791,Lower Shabelle,Rice (MT),474.62
WFP_PARTNER_A,Recipient Profile 10885,SOM-ID-10885,Benadir,PlumpyNut (KG),338.46
NGO_COUNCIL,Recipient Profile 10759,SOM-ID-10759,Benadir,PlumpyNut (KG),273.5
NGO_COUNCIL,Recipient Profile 10038,SOM-ID-10038,Benadir,PlumpyNut (KG),21.64
WFP_PARTNER_A,Recipient Profile 10072,SOM-ID-10072,Benadir,Rice (MT),97.22
WFP_PARTNER_B,Recipient Profile 10443,SOM-ID-10443,Lower Shabelle,Water Purification Kits,200.14
UN_AGENCY_LOCAL,Recipient Profile 10656,SOM-ID-10656,Benadir,Water Purification Kits,339.92
  WFP_PARTNER_A ,Recipient Profile 10514,SOM-ID-10514,Bari,Rice (MT),353.43
WFP_PARTNER_A,Recipient Profile 10948,SOM-ID-10948,Lower Shabelle,High Energy Biscuits (KG),307.22
  NGO_COUNCIL ,Recipient Profile 10160,SOM-ID-10160,Gedo,Water Purification Kits,412.84
WFP_PARTNER_B,Recipient Profile 10302,SOM-ID-10302,Bay,Water Purification Kits,400.42
  WFP_PARTNER_B ,Recipient Profile 10895,SOM-ID-10895,Lower Shabelle,High Energy Biscuits (KG),479.12
WFP_PARTNER_B,Recipient Profile 10550,SOM-ID-10550,Benadir,Rice (MT),12.46
WFP_PARTNER_A,Recipient Profile 10352,SOM-ID-10352,Lower Shabelle,PlumpyNut (KG),376.67
WFP_PARTNER_B,Recipient Profile 10854,SOM-ID-10854,Gedo,PlumpyNut (KG),88.87
UN_AGENCY_LOCAL,Recipient Profile 10872,SOM-ID-10872,Bay,Rice (MT),98.87
  WFP_PARTNER_A ,Recipient Profile 10687,SOM-ID-10687,Bari,Water Purification Kits,325.89
WFP_PARTNER_A,Recipient Profile 10338,SOM-ID-10338,Lower Shabelle,Rice (MT),106.73
UN_AGENCY_LOCAL,Recipient Profile 10921,SOM-ID-10921,Bay,PlumpyNut (KG),59.02
WFP_PARTNER_B,Recipient Profile 10313,SOM-ID-10313,Lower Shabelle,Water Purification Kits,230.82
WFP_PARTNER_B,Recipient Profile 10172,SOM-ID-10172,Bari,High Energy Biscuits (KG),405.77
WFP_PARTNER_A,Recipient Profile 10656,SOM-ID-10656,Lower Shabelle,PlumpyNut (KG),394.97
NGO_COUNCIL,Recipient Profile 10898,SOM-ID-10898,Lower Shabelle,High Energy Biscuits (KG),75.81
NGO_COUNCIL,Recipient Profile 10564,SOM-ID-10564,Gedo,Water Purification Kits,185.78
WFP_PARTNER_A,Recipient Profile 10143,SOM-ID-10143,Bay,Rice (MT),422.48
WFP_PARTNER_B,Recipient Profile 10869,SOM-ID-10869,Lower Shabelle,Rice (MT),366.44
WFP_PARTNER_A,Recipient Profile 10037,SOM-ID-10037,Bari,Water Purification Kits,386.91
  UN_AGENCY_LOCAL ,Recipient Profile 10401,SOM-ID-10401,Bari,Water Purification Kits,330.41
WFP_PARTNER_B,Recipient Profile 10092,SOM-ID-10092,Bari,High Energy Biscuits (KG),75.6
NGO_COUNCIL,Recipient Profile 10825,SOM-ID-10825,Lower Shabelle,Rice (MT),334.71
  WFP_PARTNER_B ,Recipient Profile 10579,SOM-ID-10579,Bari,PlumpyNut (KG),228.65
WFP_PARTNER_B,Recipient Profile 10237,SOM-ID-10237,Gedo,High Energy Biscuits (KG),29.81
WFP_PARTNER_A,Recipient Profile 10530,SOM-ID-10530,Lower Shabelle,High Energy Biscuits (KG),124.67
UN_AGENCY_LOCAL,Recipient Profile 10040,SOM-ID-10040,Gedo,Water Purification Kits,459.77
UN_AGENCY_LOCAL,Recipient Profile 10557,SOM-ID-10557,Benadir,High Energy Biscuits (KG),419.09
WFP_PARTNER_B,Recipient Profile 10855,SOM-ID-10855,Gedo,Water Purification Kits,189.0
WFP_PARTNER_A,Recipient Profile 10528,SOM-ID-10528,Bari,High Energy Biscuits (KG),194.4
NGO_COUNCIL,Recipient Profile 10618,SOM-ID-10618,Lower Shabelle,High Energy Biscuits (KG),248.56
WFP_PARTNER_A,Recipient Profile 10526,SOM-ID-10526,Bari,PlumpyNut (KG),225.55
UN_AGENCY_LOCAL,Recipient Profile 10734,SOM-ID-10734,Bay,PlumpyNut (KG),101.58
WFP_PARTNER_A,Recipient Profile 10493,SOM-ID-10493,Bay,Water Purification Kits,407.47
NGO_COUNCIL,Recipient Profile 10420,SOM-ID-10420,Gedo,PlumpyNut (KG),299.49
WFP_PARTNER_A,Recipient Profile 10137,SOM-ID-10137,Bay,Rice (MT),72.66
WFP_PARTNER_A,Recipient Profile 10184,SOM-ID-10184,Bari,PlumpyNut (KG),37.4
NGO_COUNCIL,Recipient Profile 10841,SOM-ID-10841,Bari,Rice (MT),440.47
UN_AGENCY_LOCAL,Recipient Profile 10888,SOM-ID-10888,Benadir,PlumpyNut (KG),230.11
NGO_COUNCIL,Recipient Profile 10813,SOM-ID-10813,Bay,PlumpyNut (KG),416.88
WFP_PARTNER_B,Recipient Profile 10944,SOM-ID-10944,Bari,High Energy Biscuits (KG),92.18
NGO_COUNCIL,Recipient Profile 10111,SOM-ID-10111,Bari,Rice (MT),122.61
WFP_PARTNER_A,Recipient Profile 10181,SOM-ID-10181,Bay,Water Purification Kits,414.99
NGO_COUNCIL,Recipient Profile 10770,SOM-ID-10770,Bari,Rice (MT),440.1
WFP_PARTNER_A,Recipient Profile 10552,SOM-ID-10552,Benadir,Water Purification Kits,333.1
  WFP_PARTNER_A ,Recipient Profile 10542,SOM-ID-10542,Gedo,Water Purification Kits,191.48
NGO_COUNCIL,Recipient Profile 10603,SOM-ID-10603,Bay,Water Purification Kits,396.88
WFP_PARTNER_A,Recipient Profile 10931,SOM-ID-10931,Gedo,PlumpyNut (KG),134.71
  WFP_PARTNER_A ,Recipient Profile 10761,SOM-ID-10761,Lower Shabelle,Water Purification Kits,136.32
WFP_PARTNER_A,Recipient Profile 10210,SOM-ID-10210,Bari,Rice (MT),264.68
UN_AGENCY_LOCAL,Recipient Profile 10599,SOM-ID-10599,Gedo,High Energy Biscuits (KG),62.23
UN_AGENCY_LOCAL,Recipient Profile 10696,SOM-ID-10696,Lower Shabelle,Water Purification Kits,286.69
NGO_COUNCIL,Recipient Profile 10183,SOM-ID-10183,Bay,Water Purification Kits,280.53
UN_AGENCY_LOCAL,Recipient Profile 10352,SOM-ID-10352,Bari,Water Purification Kits,134.35
NGO_COUNCIL,Recipient Profile 10716,SOM-ID-10716,Bay,Rice (MT),376.43
WFP_PARTNER_B,Recipient Profile 10820,SOM-ID-10820,Benadir,PlumpyNut (KG),259.09
  WFP_PARTNER_A ,Recipient Profile 10093,SOM-ID-10093,Bay,Water Purification Kits,482.64
WFP_PARTNER_B,Recipient Profile 10379,SOM-ID-10379,Gedo,Water Purification Kits,53.19
WFP_PARTNER_A,Recipient Profile 10410,SOM-ID-10410,Bari,Rice (MT),365.0
UN_AGENCY_LOCAL,Recipient Profile 10655,SOM-ID-10655,Bari,Rice (MT),473.4
NGO_COUNCIL,Recipient Profile 10823,SOM-ID-10823,Gedo,Rice (MT),108.84
UN_AGENCY_LOCAL,Recipient Profile 10715,SOM-ID-10715,Bay,Rice (MT),394.14
WFP_PARTNER_B,Recipient Profile 10670,SOM-ID-10670,Bari,PlumpyNut (KG),340.27
WFP_PARTNER_A,Recipient Profile 10361,SOM-ID-10361,Bay,Rice (MT),498.44
NGO_COUNCIL,Recipient Profile 10070,SOM-ID-10070,Gedo,PlumpyNut (KG),263.69
WFP_PARTNER_A,Recipient Profile 10596,SOM-ID-10596,Bari,High Energy Biscuits (KG),365.81
UN_AGENCY_LOCAL,Recipient Profile 10465,SOM-ID-10465,Lower Shabelle,High Energy Biscuits (KG),120.88
NGO_COUNCIL,Recipient Profile 10109,SOM-ID-10109,Bari,Rice (MT),137.94
  WFP_PARTNER_A ,Recipient Profile 10525,SOM-ID-10525,Bari,High Energy Biscuits (KG),176.58
UN_AGENCY_LOCAL,Recipient Profile 10576,SOM-ID-10576,Bari,High Energy Biscuits (KG),350.15
NGO_COUNCIL,Recipient Profile 10471,SOM-ID-10471,Bay,High Energy Biscuits (KG),481.01
WFP_PARTNER_A,Recipient Profile 10807,SOM-ID-10807,Gedo,Rice (MT),136.33
WFP_PARTNER_B,Recipient Profile 10548,SOM-ID-10548,Bay,High Energy Biscuits (KG),212.09
WFP_PARTNER_A,Recipient Profile 10766,SOM-ID-10766,Lower Shabelle,PlumpyNut (KG),150.77
UN_AGENCY_LOCAL,Recipient Profile 10915,SOM-ID-10915,Benadir,PlumpyNut (KG),243.51
  UN_AGENCY_LOCAL ,Recipient Profile 10753,SOM-ID-10753,Bay,PlumpyNut (KG),254.51
WFP_PARTNER_B,Recipient Profile 10856,SOM-ID-10856,Lower Shabelle,PlumpyNut (KG),122.31
  UN_AGENCY_LOCAL ,Recipient Profile 10679,SOM-ID-10679,Bay,Rice (MT),68.74
NGO_COUNCIL,Recipient Profile 10043,SOM-ID-10043,Bari,Rice (MT),384.48
NGO_COUNCIL,Recipient Profile 10918,SOM-ID-10918,Lower Shabelle,High Energy Biscuits (KG),251.25
UN_AGENCY_LOCAL,Recipient Profile 10286,SOM-ID-10286,Gedo,PlumpyNut (KG),492.35
